date	open	high	low	close	volume
2010-03-26	25.112893854012135	25.204699883817227	24.695597512137557	24.754019	55595500
2010-03-29	24.795748289435686	24.88755432105441	24.662213457397836	24.695598	33336000
2010-03-30	24.72898118589772	24.920939178563152	24.620484968088682	24.845825	34954800
2010-03-31	24.737326775604377	24.804094191556327	24.345069041479377	24.445221	63760000
2010-04-01	24.495295612139916	24.65386905887253	23.886043779037138	24.336723	74768100
2010-04-05	24.311685184197852	24.56206383566792	24.228227581090845	24.428529	34331200
2010-04-06	24.32837724079127	24.68725210231924	24.18649648158254	24.470258	47366800
2010-04-07	24.336723385349234	24.670559634231825	24.32003069658276	24.495296	58318800
2010-04-08	24.470258371657753	25.021089562834224	24.453565682786962	24.971014	63713800
2010-04-09	24.996052675396935	25.379964490112062	24.954322205009888	25.321543	54752500
2010-04-12	25.24642851253298	25.44673075527704	25.21304397081629	25.30485	37068800
2010-04-13	25.16296936082202	25.455076799504866	25.146276672590325	25.413348	41374600
2010-04-14	25.697110053606323	25.872373685918234	25.58861216807268	25.722147	68941200
2010-04-15	25.722146531190592	25.830644414746768	25.630340501321108	25.763877	52745400
2010-04-16	25.697109958166223	25.855681735898273	25.53853651124878	25.596958	88703100
2010-04-19	25.680417138517488	26.081021630766053	25.672071211595643	25.905758	64970300
2010-04-20	26.055983352397597	26.23959541623828	25.980870009129525	26.172828	52199500
2010-04-21	26.147789	26.289669757421002	26.064329730928822	26.147789	55343100
2010-04-22	25.90575822439064	26.314708647103302	25.788914411880036	26.197864	84847600
2010-04-23	25.972525500371916	26.356437305440483	25.580266099168803	25.838989	126766600
2010-04-26	25.87237297099412	26.106059755002228	25.75553083087908	25.964179	63649300
2010-04-27	25.83064510525721	26.08102208265802	25.663725729335493	25.747185	68730900
2010-04-28	25.805605926884507	25.872373341960532	25.55522895494209	25.79726	64557900
2010-04-29	25.813952510322583	26.23124886516129	25.596958405806454	25.872374	52665200
2010-04-30	25.93079529827127	25.93914122530644	25.471769311336956	25.488462	63214800
2010-05-03	25.59695755583417	25.922447867207428	25.521844214457413	25.755531	43989500
2010-05-04	25.471768984791538	25.49680593098337	24.829132611322027	25.146277	82085600
2010-05-05	24.845824584254604	25.11289424723618	24.77905800310191	24.912592	66833800
2010-05-06	24.695597537612148	24.937628581556385	23.29348182746722	24.186496	128613000
2010-05-07	24.144766572660995	24.16145926108892	22.801072338924936	23.543859	173718100
2010-05-10	24.21153365302234	24.60379221272315	23.96115501436531	24.153113	86653300
2010-05-11	23.936118296957	24.745673204490068	23.844313101257377	24.103036	63789400
2010-05-12	24.186496522197807	24.6872521437754	24.13642096004005	24.57041	47146800
2010-05-13	24.420181853625174	24.81244041381669	24.35341443912449	24.40349	45188800
2010-05-14	24.370107865356623	24.37845212323654	23.90273428051272	24.144767	63334000
2010-05-17	24.30333968243861	24.395144042669525	23.744162586694905	24.153113	46053300
2010-05-18	24.203414670176816	24.31240045454545	23.80938527272727	23.977057	52690600
2010-05-19	23.90998841926346	24.052510226460626	23.29798745025666	23.675248	61746700
2010-05-20	23.180615815912365	23.33990395352623	22.669217896668577	22.727903	87991100
2010-05-21	22.325489846440167	22.72790367218875	22.166203380832563	22.501546	117596300
2010-05-24	22.509930022839743	22.518314447799085	22.015298413399314	22.023682	73711700
2010-05-25	21.503899367088607	22.073983248945147	21.277541693286924	21.85601	98373600
2010-05-26	21.990147560975608	22.30872468881847	20.59008776619952	20.96735	176684100
2010-05-27	21.570968163461536	22.09913495374327	21.570968163461536	21.797325	136433600
2010-05-28	21.663187183844464	21.89792844060389	21.512282629158243	21.629652	67496900
2010-06-01	21.40329755729635	22.057215639324475	21.394913132287105	21.705105	76152400
2010-06-02	21.84762554061438	22.19973701132793	21.570968024979894	22.182969	65718800
2010-06-03	22.258421143829665	22.57699826667914	22.14105177211274	22.518314	67837000
2010-06-04	21.881160338070558	22.275188895882554	21.478749032280763	21.62127	89832200
2010-06-07	21.646420244111496	21.654803830573194	21.160172229332847	21.202091	80456200
2010-06-08	21.16855536963141	21.176938955916413	20.665540192531253	21.051186	87355000
2010-06-09	21.14340352939433	21.394911953412183	20.749375816886815	20.782911	87794000
2010-06-10	21.067951784841362	21.084719796	20.77452793755864	20.958966	78930900
2010-06-11	20.992501474368005	21.56258368073722	20.76614380007794	21.512283	68057700
2010-06-14	21.679954944240983	21.763789130268826	21.352993402817845	21.378145	50972400
2010-06-15	21.587735317908205	22.342258105718585	21.579351731376974	22.283573	81641500
2010-06-16	22.191351955334383	22.283572242401213	21.990146723784193	22.065599	48698000
2010-06-17	22.266804463620687	22.359024751648665	21.830859650991975	22.107518	47995500
2010-06-18	22.10751789594119	22.241655276647037	21.939845331700255	22.166203	52075600
2010-06-21	22.45124465372495	22.54346242509174	21.70510380614602	21.755407	54625300
2010-06-22	21.93146288242142	22.17458773591397	21.59611941327125	21.604503	55985400
2010-06-23	21.612887249772587	21.612887249772587	21.143404720053248	21.218857	61466200
2010-06-24	21.34461013604136	21.562583382441364	20.9002808952	20.958966	85243400
2010-06-25	21.00088281019891	21.051186004637266	20.380497424972063	20.564938	156256700
2010-06-28	20.548170568826432	20.63200727241897	20.22121153277291	20.380498	73784800
2010-06-29	20.229593082687863	20.288279864024833	19.37446894923243	19.542139	119882100
2010-06-30	19.53375617598292	19.852333308996087	19.240332318150063	19.290633	81050500
2010-07-01	19.3577008955095	19.55052338169257	19.055891786701206	19.416386	92239400
2010-07-02	19.58405911768827	19.684661318435754	19.32416625661341	19.508606	62485100
2010-07-06	19.86910080057527	20.196059835012594	19.768496924433247	19.969703	73592000
2010-07-07	19.969702693403402	20.388882011065103	19.793648218344124	20.372114	79965300
2010-07-08	20.623622138467844	20.640390149296763	20.0954553672948	20.464334	50758100
2010-07-09	20.39726652039555	20.464335214256288	20.2463619592089	20.346965	53806100
2010-07-12	20.48110154450262	20.86674567996597	20.472717958115187	20.816445	49854200
2010-07-13	21.076335586485612	21.210472970255505	20.875130349189423	21.067952	61928700
2010-07-14	21.37814467853205	21.470364964523547	21.059569243249793	21.327844	72808100
2010-07-15	21.378145413563306	21.453597691493528	20.94219891885535	21.386529	56934700
2010-07-16	21.386529202351518	21.495514988701046	20.858362413483988	20.866746	65064800
2010-07-19	20.92543033405517	21.210472265089656	20.883513241379312	21.151788	38181800
2010-07-20	20.841596485140425	21.361378	20.707459103664757	21.361378	45530700
2010-07-21	21.461981311226864	21.50389924347535	20.942198951345585	21.05957	73297300
2010-07-22	21.386528652089787	21.788940794504644	21.352993468529917	21.663187	73016400
2010-07-23	21.663187597953797	21.814092155524683	21.16855599258256	21.638036	108520100
2010-07-26	21.67995576019774	21.96499770425904	21.62965256394019	21.881161	67249900
2010-07-27	21.914693988858485	21.998530691131496	21.763789433812615	21.931462	60672100
2010-07-28	21.85600919591487	21.956613068546975	21.654803127367895	21.755407	69704800
2010-07-29	21.90631018637011	22.141051441373364	21.4619809503657	21.822476	69446200
2010-07-30	21.587735319168356	21.663187597953797	21.252391857899724	21.638036	83534800
2010-08-02	21.788941062286362	22.11590009365807	21.58773498860615	22.073983	55044600
2010-08-03	21.96499718392439	22.09075014143731	21.772173020204054	21.931462	56877700
2010-08-04	21.923077615623782	21.998529890400306	21.327843841856467	21.570967	78531900
2010-08-05	21.36976119591008	21.445213471611606	21.135019944257824	21.269159	64922100
2010-08-06	21.10987113306736	21.428446586629494	20.97573374699545	21.420063	55982100
2010-08-09	21.42006180630899	21.570967195588945	21.269158932104883	21.470365	57096500
2010-08-10	21.235624245313122	21.24400783167132	20.85836202083562	21.017651	87257700
2010-08-11	20.69069061099394	20.875129506229705	20.590086738870365	20.841596	76746900
2010-08-12	20.472717895467543	20.690691140873827	20.422417215655496	20.531403	70240500
2010-08-13	20.414033067622952	20.682307834836067	20.32181361639344	20.455951	45263500
2010-08-16	20.42241762693008	20.63200729019539	20.3721144310291	20.539787	40909700
2010-08-17	20.826348	21.03705569772188	20.73363745583316	20.826348	52912600
2010-08-18	20.80106369057212	21.028628844442387	20.573499379532635	20.91906	46818900
2010-08-19	20.750494539619087	20.8516333898677	20.404932235936283	20.598785	54064600
2010-08-20	20.489214616929882	20.56507022699133	20.39650492042051	20.421789	49560100
2010-08-23	20.598784923605727	20.767349392451344	20.430217926267794	20.463932	51643000
2010-08-24	20.303793696597598	20.52292970162522	20.2279389256265	20.261653	66522500
2010-08-25	20.227938921161822	20.41336085177502	20.118371761502985	20.312222	47404800
2010-08-26	20.303793308564234	20.388077228641016	20.05094491965697	20.076229	49105300
2010-08-27	20.126798617261137	20.244795771834518	19.814952064772253	20.168941	60939400
2010-08-30	20.00880292169217	20.07622938478128	19.890806611286237	19.924519	45453100
2010-08-31	19.890806846647074	20.00037485046335	19.654814223042784	19.781238	66074600
2010-09-01	19.949803926778245	20.185797380487656	19.840236771701047	20.143655	65235900
2010-09-02	20.126797469333063	20.185797307500906	19.983516241817657	20.177369	48837100
2010-09-03	20.430217619175888	20.607212921578718	20.396505231611968	20.47236	64189100
2010-09-07	20.312222154099423	20.48078747022381	20.16051261103976	20.194225	51928700
2010-09-08	20.286937311742584	20.39650615833435	20.00880314834935	20.168941	65512400
2010-09-09	20.388077383022363	20.40493231293765	20.219510384423156	20.236367	46028900
2010-09-10	20.211082000838577	20.253224382453418	20.050944996289896	20.101514	58284300
2010-09-13	20.396505016605975	21.31519053517684	20.303792791167155	21.163481	114680400
2010-09-14	21.104483307693638	21.365760003365565	20.97805700662757	21.096055	87160400
2010-09-15	21.15505254159823	21.25619139219342	21.003343001459278	21.17191	56201900
2010-09-16	21.121338842917336	21.382618074571813	21.112910534982078	21.348904	44548300
2010-09-17	21.407902387307782	21.51747123448307	21.13819653045981	21.256192	70341600
2010-09-20	21.306763224270032	21.509041771136452	21.16348198990118	21.433187	49838700
2010-09-21	21.424758309343936	21.424758309343936	21.138195845725644	21.197194	52675700
2010-09-22	20.9780569288857	21.045483390184913	20.531358308439973	20.742066	94299400
2010-09-23	20.657782462546052	20.725208925092097	20.531358688102987	20.590356	46201800
2010-09-24	20.767349008365777	20.902201929477442	20.716780005779658	20.885347	51948800
2010-09-27	20.944344692680957	21.062341000808733	20.72520869187222	20.843205	43603300
2010-09-28	20.902202852469042	20.98648677471637	20.522929837925446	20.801064	56041200
2010-09-29	20.75892115798555	20.78420692408163	20.565070922448978	20.649354	44318900
2010-09-30	20.742066537400003	20.9274884679461	20.53135884038081	20.640926	61262700
2010-10-01	20.876918853852292	20.91906039372684	20.48078753620072	20.548214	62672300
2010-10-04	20.194224696274194	20.21951046256796	20.042516841157838	20.152084	98143400
2010-10-05	20.278508224931002	20.607213922912933	20.1520844476386	20.52293	78152900
2010-10-06	20.49764461399918	20.6830682288316	20.33750592262153	20.590356	50489700
2010-10-07	20.750494770654107	20.860061929879254	20.463932303738595	20.67464	50096100
2010-10-08	20.750494381292306	20.77577846153846	20.539786688984616	20.708352	41327800
2010-10-11	20.851633617730783	20.851633617730783	20.649354229361528	20.725209	27587800
2010-10-12	20.77577846153846	21.01177107692308	20.590355692307693	20.927488	50141500
2010-10-13	21.087626149960535	21.525898999105447	20.97805730555122	21.357332	75336500
2010-10-14	21.315190688252873	21.35733138327388	21.070768925881886	21.26462	51949100
2010-10-15	21.374189459346496	21.53432562215252	21.26462061493263	21.525899	68954800
2010-10-18	21.56803892718823	21.871458840506975	21.450043464829204	21.76189	48330500
2010-10-19	21.298334235458164	21.382618157970235	21.02862922330888	21.155053	66150900
2010-10-20	21.289906302248372	21.407902615879202	21.155053372384568	21.332047	56283600
2010-10-21	21.407901384736427	21.525898534412196	21.112909774793152	21.424758	50032400
2010-10-22	21.509041150080424	21.52589860823257	21.298333458563178	21.391044	25837900
2010-10-25	21.27304869579005	21.365760080755855	21.2140505417209	21.230908	50912400
2010-10-26	21.171909840514168	21.888314311223283	21.12133830852058	21.829317	69304200
2010-10-27	21.736606682623712	22.00631253251645	21.593325449868193	21.955741	64805500
2010-10-28	22.090593161712853	22.233874389517986	21.846173086523095	22.149593	80730300
2010-10-29	22.88285577615298	22.924998158166364	22.318159151106112	22.478297	114193200
2010-11-01	22.65529016068348	22.941852621293407	22.50358230837505	22.71429	61912100
2010-11-02	22.8069998452671	23.11041976598831	22.77328745722116	23.085134	54402100
2010-11-03	23.144131536594614	23.16941730190835	22.722716161878203	22.781716	110255300
2010-11-04	23.101992158142675	23.118848774091703	22.76485983916212	22.874427	93599300
2010-11-05	22.899712856238363	22.91657031508406	22.360301986592436	22.630007	110953700
2010-11-08	22.486725838370972	24.33252614094812	22.40244275801726	22.596293	71670800
2010-11-09	22.596292007028495	22.849142922639963	22.512008930378517	22.71429	58538600
2010-11-10	22.764859311623635	22.823857466078042	22.596292313208824	22.705862	52277300
2010-11-11	22.486725	22.52043738805379	22.149593533985197	22.486725	62073100
2010-11-12	22.309730316286068	22.35187269889608	21.997883764750668	22.141165	64962200
2010-11-15	22.191734157185717	22.33501538797651	22.0568812340885	22.082167	51794600
2010-11-16	22.082167877926842	22.082167877926842	21.75144333016053	21.887124	65339200
2010-11-17	21.96344512319124	21.971925217833398	21.666640962706218	21.683602	58299700
2010-11-18	21.80232291940538	22.116087275541794	21.71752366728193	21.912565	59514000
2010-11-19	21.878643345114547	21.904084477069503	21.70904230015406	21.785364	52423200
2010-11-22	21.751442244461717	21.827763094442282	21.57336110918317	21.819283	53350500
2010-11-23	21.68360241824831	21.7090427026655	21.27655786757333	21.301999	69742500
2010-11-24	21.36983939078288	21.590320155919546	21.33591816413409	21.514001	56825900
2010-11-26	21.378317773376672	21.547920514455445	21.34439824277228	21.412239	21356500
2010-11-29	21.361359558849408	21.55640089041489	21.14087624697259	21.463119	56603600
2010-11-30	21.24263616505467	21.598800138926403	21.200236539984164	21.420719	75282100
2010-12-01	21.68360170915508	22.260248137087245	21.675120766617212	22.082167	74123500
2010-12-02	22.251768687681988	22.8792957009779	22.21784915659439	22.802974	91759200
2010-12-03	22.73513316235322	22.94713553096906	22.709694574138265	22.913216	52622000
2010-12-06	22.836894851713858	22.879295324888226	22.692733242921015	22.760574	36264200
2010-12-07	22.964096138291918	23.006495763211362	22.769053962818983	22.786015	57860500
2010-12-08	22.752093224752112	23.0997770943812	22.726652093599082	23.091297	41666800
2010-12-09	23.133698738703696	23.184578457902514	22.904735338257023	22.964096	47148300
2010-12-10	23.05737842701459	23.23545956839795	22.989537669150657	23.184579	37625800
2010-12-13	23.1252181893578	23.27786074158745	23.04041724256881	23.108258	47943900
2010-12-14	23.159137372876202	23.532262381163566	23.116737748126805	23.422022	64070500
2010-12-15	23.345701814616298	23.73578532710951	23.345701814616298	23.617064	69634200
2010-12-16	23.540742822436588	23.735785	23.455941875669883	23.735785	57680200
2010-12-17	23.676424189247314	23.82058579784946	23.53226258064516	23.659464	87456500
2010-12-20	23.701866024272167	23.73578555576359	23.47290261463152	23.583143	52811000
2010-12-21	23.61706292304952	23.86298481283844	23.54074207338796	23.803625	38153000
2010-12-22	23.75274445254543	24.083468134676547	23.72730416930457	23.905387	42252300
2010-12-23	23.71882387668399	24.015628037301347	23.710343782038052	23.998667	24902500
2010-12-27	23.84602632004364	23.913867075298363	23.6425023582606	23.803625	21652800
2010-12-28	23.718823773554266	23.88842651374509	23.710343678945197	23.752745	23042200
2010-12-29	23.693385411948853	23.846027116369363	23.642503147789746	23.718824	19502500
2010-12-30	23.676424663554755	23.744265421903048	23.557704184454717	23.617064	20786100
2010-12-31	23.574662111503258	23.676424094589752	23.43050050347746	23.667944	24752000
2011-01-03	23.78666481496408	23.89690689421015	23.676424431736955	23.727305	53443800
2011-01-04	23.69338542757515	23.88842675756497	23.61706372730509	23.820586	54405600
2011-01-05	23.659464053571426	23.752745094642858	23.549222823214283	23.744265	58998700
2011-01-06	23.778186459390458	24.465073284177656	23.625544754324533	24.439633	88026300
2011-01-07	24.2869905310115	24.371792326573424	23.95626768356643	24.253071	73762000
2011-01-10	23.964748227666487	24.083469556465964	23.778186987562506	23.930827	57573600
2011-01-11	23.913867852140847	23.95626747754296	23.786664735887168	23.837547	50298900
2011-01-12	23.84602761669694	24.244591227481305	23.803626294347684	24.21067	52631100
2011-01-13	24.024107473781218	24.074987192253488	23.75274445254543	23.905387	67077600
2011-01-14	23.81210576579879	24.06650775716752	23.667944156817818	23.998667	62688400
2011-01-18	23.879946272156317	24.37179175645499	23.86298523503311	24.303951	53322700
2011-01-19	24.13434890521671	24.32091183845844	23.973227952343795	24.142829	50005900
2011-01-20	24.168270423280422	24.210670049697743	23.85450606451256	24.041069	58613600
2011-01-21	24.083469607423268	24.10890989221984	23.761226	23.761226	58080300
2011-01-24	23.76122543767531	24.219149705167077	23.735785153480798	24.066508	52047800
2011-01-25	23.862985371217736	24.12587	23.846026878026116	24.12587	42436600
2011-01-26	24.17674959879258	24.583794137811182	24.16826950422969	24.405713	74628800
2011-01-27	24.380272016616836	24.98235788623513	24.159789556640472	24.482034	146938600
2011-01-28	24.507473899099097	24.532914183423422	23.277861004766233	23.532263	141249400
2011-01-31	23.54922237793004	23.659463606202667	23.252419071042194	23.515302	65029000
2011-02-01	23.5746623531338	23.795144814727227	23.413542250296	23.735785	62810700
2011-02-02	23.68490405744796	23.837546607223995	23.642502736725568	23.693385	45824000
2011-02-03	23.71882317260539	23.71882317260539	23.354180809673093	23.447461	60340100
2011-02-04	23.489863185063847	23.608583662945627	23.32874053763054	23.549223	40412200
2011-02-07	23.574662514591115	24.032588478277003	23.566184115875316	23.913868	68980900
2011-02-08	23.829065451588917	24.0325877187911	23.786664131245683	23.981708	34904200
2011-02-09	23.90538777919956	23.964747594020295	23.6679442798693	23.718824	52905100
2011-02-10	23.684904065454546	23.693385008009457	23.14217886255491	23.32026	76672400
2011-02-11	23.540742828623856	23.583142454008883	22.955616295779816	23.108258	83939700
2011-02-14	23.07433596322817	23.12521737752479	22.85385520533592	23.091297	56766200
2011-02-15	23.065708444479725	23.31308389328946	22.988936488738926	22.997465	44116500
2011-02-16	23.07423779982798	23.091299088082902	22.69037886010363	23.048648	70817900
2011-02-17	23.00599577968669	23.347206186252375	22.95481532763011	23.210721	57207300
2011-02-18	23.14247952327094	23.210721264152006	23.023057329750827	23.082768	68667800
2011-02-22	22.84392298314584	23.116889086122605	22.622136478375328	22.681848	60889000
2011-02-23	22.630667548772017	22.91216472214547	22.545364522000753	22.681848	60234100
2011-02-24	22.724498320680166	23.08276745179709	22.605076129996267	22.835392	64494200
2011-02-25	22.954815688316973	22.988937411927097	22.605076764786318	22.647727	53006300
2011-02-28	22.767151245045824	22.91216494181031	22.61360647780286	22.673318	51379900
2011-03-01	22.69037857033639	22.843923338495753	22.30651878249235	22.315049	60055000
2011-03-02	22.272398505245672	22.49418415785303	22.21268698338984	22.246807	48658200
2011-03-03	22.400350450368304	22.519773491611698	22.332108712514934	22.34917	68271500
2011-03-04	22.366229163693866	22.383290451510963	22.007960032991328	22.135915	70437200
2011-03-07	22.289457924562168	22.408881824995404	21.794705299571785	21.939719	64980400
2011-03-08	21.9823699579313	22.195625390196838	21.880007350443844	22.101793	50549800
2011-03-09	22.016490260786338	22.161504809637112	21.88853785278246	22.084732	39789100
2011-03-10	21.854417415005194	21.93118766409752	21.624100696576154	21.675282	66549500
2011-03-11	21.67528312266355	22.05061270054517	21.63263288728968	21.905599	49905800
2011-03-14	21.743523801731264	21.97383966781473	21.62410076005836	21.914129	54473400
2011-03-15	21.393785115154987	21.726462738804326	21.325543376350666	21.658221	76067300
2011-03-16	21.513207645840353	21.564390656797872	21.05257675463587	21.14641	100725400
2011-03-17	21.376723374713386	21.51320684943157	21.112287495468628	21.137879	62497000
2011-03-18	21.37672465974942	21.47908812496323	21.154939	21.154939	85486700
2011-03-21	21.479087737070667	21.820296438215554	21.4534970844848	21.607041	46878100
2011-03-22	21.581449	21.717932477331363	21.521738331689264	21.581449	30895600
2011-03-23	21.521738408702493	21.845887521546146	21.479087321883817	21.786176	43969000
2011-03-24	21.83735728157138	22.06767401217222	21.75205510469024	22.016491	38696700
2011-03-25	22.118853888413195	22.13591517636623	21.82882649458132	21.854418	57029800
2011-03-28	21.888537430932704	21.93971788133483	21.649690495266352	21.675282	48973200
2011-03-29	21.615570739898004	21.769114652020402	21.581449017515734	21.743524	40763500
2011-03-30	21.8373559298182	21.939717682717507	21.752053758217347	21.845887	41999300
2011-03-31	21.837356417383084	21.905598156187406	21.615570766269038	21.658221	63233700
2011-04-01	21.7776459401489	21.7776459401489	21.58997945074592	21.734994	63114200
2011-04-04	21.709404530493526	21.888538246126743	21.675282807251772	21.794705	35433700
2011-04-05	22.025021016096936	22.332108838164903	21.95677927785961	21.990901	73651100
2011-04-06	22.16150430745698	22.44300062231289	22.059142553977747	22.306518	65581400
2011-04-07	22.340639782768328	22.400350450368304	22.15297329762812	22.34917	46134700
2011-04-08	22.323579174913693	22.417412420340504	22.144443754573185	22.238277	39887600
2011-04-11	22.340639411913163	22.39181986143187	22.007959239357042	22.161504	34286300
2011-04-12	22.033551986878	22.050612422020766	21.794705041857565	21.871477	36920400
2011-04-13	21.880008288334302	22.067673929794022	21.8032354764061	21.862947	38144700
2011-04-14	21.683813	21.700874288112235	21.402315821007083	21.683813	55239900
2011-04-15	21.71793224914883	21.803234421584694	21.479087019350143	21.641162	65080400
2011-04-18	21.410845434609254	21.564390199114236	21.086696324011765	21.393785	58045100
2011-04-19	21.32554274353877	21.470556434194833	21.214650774294075	21.453496	38892400
2011-04-20	21.786176070413042	22.178565217391302	21.76058456521739	21.97384	61608600
2011-04-21	21.99943172488695	22.084732193608346	21.632632373397925	21.769115	46892300
2011-04-25	21.803234208156145	21.854417217160083	21.615570283655984	21.845887	33525100
2011-04-26	21.956779367820566	22.553895432865392	21.89706784661826	22.34064	69200000
2011-04-27	22.434471259733062	22.511243217533366	22.289457561665827	22.502713	52689000
2011-04-28	22.570954563337498	22.920695185507494	22.519774111560245	22.78421	80200000
2011-04-29	22.64772685531157	22.724498813644903	21.63263266783657	22.110324	319317900
2011-05-02	22.12738494187599	22.17856539360873	21.734994085736556	21.888538	89825600
2011-05-03	21.83735728157138	22.050612723774226	21.743524887002124	22.016491	71892900
2011-05-04	22.050612285134775	22.39182098587187	21.99943183304596	22.229746	73292300
2011-05-05	22.22121494103738	22.246806445645348	21.905597757828705	21.999431	55600000
2011-05-06	22.23827649291548	22.366228899346662	21.965309539415944	22.067673	55993000
2011-05-09	22.00796049424886	22.144443975472242	21.89706851877662	22.033552	38696400
2011-05-10	21.649690843121622	22.050611912738606	21.538798870276587	21.897068	120798700
2011-05-11	21.88000744952652	21.888537666855772	21.504677034017785	21.632632	78600000
2011-05-12	21.624100651658768	21.658220667515405	21.410845221169037	21.59851	77400000
2011-05-13	21.564390434947843	21.59851045151776	21.28289326081669	21.351135	66812300
2011-05-16	21.29142162316874	21.385254866910866	20.899032478632478	20.958744	91350900
2011-05-17	20.950158433931485	21.207743207715826	20.838538737357258	21.053192	82882100
2011-05-18	21.061777918889348	21.24208579173407	20.821365418332707	21.199156	53931100
2011-05-19	21.336533551235178	21.36229108322727	21.036018994175524	21.224913	37783600
2011-05-20	21.224913137303677	21.35370680838844	20.984503207326785	21.027433	45451500
2011-05-23	20.78702066269437	20.82136604261481	20.632472034037107	20.752677	52692500
